,Time,Count
0,0-1,32.36063766479492
1,0-3,32.36063766479492
2,0-4,32.36063766479492
3,0-6,32.36063766479492
4,0-8,32.36063766479492
5,0-9,32.36063766479492
6,0-11,32.36063766479492
7,0-13,32.36063766479492
8,0-14,32.36063766479492
9,0-16,32.36063766479492
10,0-18,32.36063766479492
11,0-20,32.36063766479492
12,0-21,32.36063766479492
13,0-23,32.36063766479492
14,0-25,32.36063766479492
15,0-26,32.36063766479492
16,0-28,32.36063766479492
17,0-30,32.36063766479492
18,0-31,32.36063766479492
19,0-33,32.36063766479492
20,0-35,32.36063766479492
21,0-36,32.36063766479492
22,0-38,32.36063766479492
23,0-40,32.36063766479492
24,0-41,32.36063766479492
25,0-43,32.36063766479492
26,0-45,32.36063766479492
27,0-46,32.36063766479492
28,0-48,32.36063766479492
29,0-50,32.36063766479492
30,0-51,32.36063766479492
31,0-53,32.36063766479492
32,0-55,32.36063766479492
33,0-56,32.36063766479492
34,0-58,32.36063766479492
35,1-0,32.36063766479492
36,1-1,32.36063766479492
37,1-3,32.36063766479492
38,1-5,32.36063766479492
39,1-6,32.36063766479492
40,1-8,32.36063766479492
41,1-10,32.36063766479492
42,1-11,32.36063766479492
43,1-13,32.36063766479492
44,1-15,32.36063766479492
45,1-17,32.36063766479492
46,1-18,32.36063766479492
47,1-20,32.36063766479492
48,1-21,32.36063766479492
49,1-23,32.36063766479492
50,1-25,32.36063766479492
51,1-27,32.36063766479492
52,1-28,32.36063766479492
53,1-30,32.36063766479492
54,1-32,32.36063766479492
55,1-33,32.36063766479492
56,1-35,32.36063766479492
57,1-37,32.36063766479492
58,1-38,32.36063766479492
59,1-40,32.36063766479492
60,1-42,32.36063766479492
61,1-43,32.36063766479492
62,1-45,32.36063766479492
63,1-47,32.36063766479492
64,1-48,32.36063766479492
65,1-50,32.36063766479492
66,1-52,32.36063766479492
67,1-53,32.36063766479492
68,1-55,32.36063766479492
69,1-56,32.36063766479492
70,1-58,32.36063766479492
71,2-0,32.36063766479492
72,2-1,32.36063766479492
73,2-3,32.36063766479492
74,2-5,32.36063766479492
75,2-6,32.36063766479492
76,2-8,32.36063766479492
77,2-10,32.36063766479492
78,2-11,32.36063766479492
79,2-13,32.36063766479492
80,2-15,32.36063766479492
81,2-16,32.36063766479492
82,2-18,32.36063766479492
83,2-20,32.36063766479492
84,2-21,32.36063766479492
85,2-23,32.36063766479492
86,2-25,32.36063766479492
87,2-26,32.36063766479492
88,2-28,32.36063766479492
89,2-30,32.36063766479492
90,2-31,32.36063766479492
91,2-33,32.36063766479492
92,2-35,32.36063766479492
93,2-36,32.36063766479492
94,2-38,32.36063766479492
95,2-40,32.36063766479492
96,2-41,32.36063766479492
97,2-43,32.36063766479492
98,2-45,32.36063766479492
99,2-46,32.36063766479492
100,2-48,32.36063766479492
101,2-50,32.36063766479492
102,2-51,32.36063766479492
103,2-53,32.36063766479492
104,2-55,32.36063766479492
105,2-56,32.36063766479492
106,2-58,32.36063766479492
107,3-0,32.36063766479492
108,3-1,32.36063766479492
109,3-3,32.36063766479492
110,3-4,32.36063766479492
111,3-6,32.36063766479492
112,3-8,32.36063766479492
113,3-9,32.36063766479492
114,3-11,32.36063766479492
115,3-13,32.36063766479492
116,3-14,32.36063766479492
117,3-16,32.36063766479492
118,3-18,32.36063766479492
119,3-19,32.36063766479492
120,3-21,32.36063766479492
121,3-23,32.36063766479492
122,3-24,32.36063766479492
123,3-26,32.36063766479492
124,3-28,32.36063766479492
125,3-29,32.36063766479492
126,3-31,32.36063766479492
127,3-33,32.36063766479492
128,3-34,32.36063766479492
129,3-36,32.36063766479492
130,3-38,32.36063766479492
131,3-39,32.36063766479492
132,3-41,32.36063766479492
133,3-43,32.36063766479492
134,3-44,32.36063766479492
135,3-46,32.36063766479492
136,3-48,32.36063766479492
137,3-49,32.36063766479492
138,3-51,32.36063766479492
139,3-53,32.36063766479492
140,3-54,32.36063766479492
141,3-56,32.36063766479492
142,3-58,32.36063766479492
143,3-59,32.36063766479492
144,4-1,32.36063766479492
145,4-3,32.36063766479492
146,4-4,32.36063766479492
147,4-6,32.36063766479492
148,4-8,32.36063766479492
149,4-9,32.36063766479492
150,4-11,32.36063766479492
151,4-13,32.36063766479492
152,4-14,32.36063766479492
153,4-16,32.36063766479492
154,4-18,32.36063766479492
155,4-20,32.36063766479492
156,4-21,32.36063766479492
157,4-23,32.36063766479492
158,4-25,32.36063766479492
159,4-26,32.36063766479492
160,4-28,32.36063766479492
161,4-29,32.36063766479492
162,4-31,32.36063766479492
163,4-33,32.36063766479492
164,4-34,32.36063766479492
165,4-36,32.36063766479492
166,4-38,32.36063766479492
167,4-39,32.36063766479492
168,4-41,32.36063766479492
169,4-43,32.36063766479492
170,4-44,32.36063766479492
171,4-46,32.36063766479492
172,4-48,32.36063766479492
173,4-49,32.36063766479492
174,4-51,32.36063766479492
175,4-53,32.36063766479492
176,4-54,32.36063766479492
177,4-56,32.36063766479492
178,4-58,32.36063766479492
179,4-59,32.36063766479492
180,5-1,32.36063766479492
181,5-3,32.36063766479492
182,5-4,32.36063766479492
183,5-6,32.36063766479492
184,5-8,32.36063766479492
185,5-9,32.36063766479492
186,5-11,32.36063766479492
187,5-13,32.36063766479492
188,5-14,32.36063766479492
189,5-16,32.36063766479492
190,5-18,32.36063766479492
191,5-19,32.36063766479492
192,5-21,32.36063766479492
193,5-23,32.36063766479492
194,5-24,32.36063766479492
195,5-26,32.36063766479492
196,5-28,32.36063766479492
197,5-29,32.36063766479492
198,5-31,32.36063766479492
199,5-33,32.36063766479492
200,5-34,32.36063766479492
201,5-36,32.36063766479492
202,5-38,32.36063766479492
203,5-39,32.36063766479492
204,5-41,32.36063766479492
205,5-43,32.36063766479492
206,5-44,32.36063766479492
207,5-46,32.36063766479492
208,5-48,32.36063766479492
209,5-49,32.36063766479492
210,5-51,32.36063766479492
211,5-53,32.36063766479492
212,5-54,32.36063766479492
213,5-56,32.36063766479492
214,5-58,32.36063766479492
215,5-59,32.36063766479492
216,6-1,32.36063766479492
217,6-3,32.36063766479492
218,6-4,32.36063766479492
219,6-6,32.36063766479492
220,6-8,32.36063766479492
221,6-9,32.36063766479492
222,6-11,32.36063766479492
223,6-13,32.36063766479492
224,6-14,32.36063766479492
225,6-16,32.36063766479492
226,6-18,32.36063766479492
227,6-19,32.36063766479492
228,6-21,32.36063766479492
229,6-23,32.36063766479492
230,6-24,32.36063766479492
231,6-26,32.36063766479492
232,6-28,32.36063766479492
233,6-29,32.36063766479492
234,6-31,32.36063766479492
235,6-33,32.36063766479492
236,6-35,32.36063766479492
237,6-36,32.36063766479492
238,6-38,32.36063766479492
239,6-40,32.36063766479492
240,6-41,32.36063766479492
241,6-43,32.36063766479492
242,6-45,32.36063766479492
243,6-46,32.36063766479492
244,6-48,32.36063766479492
245,6-50,32.36063766479492
246,6-51,32.36063766479492
247,6-53,32.36063766479492
248,6-55,32.36063766479492
249,6-56,32.36063766479492
250,6-58,32.36063766479492
251,7-0,32.36063766479492
252,7-1,32.36063766479492
253,7-3,32.36063766479492
254,7-5,32.36063766479492
255,7-6,32.36063766479492
256,7-8,32.36063766479492
257,7-10,32.36063766479492
258,7-11,32.36063766479492
259,7-13,32.36063766479492
260,7-15,32.36063766479492
261,7-16,32.36063766479492
262,7-18,32.36063766479492
263,7-20,32.36063766479492
264,7-21,32.36063766479492
265,7-23,32.36063766479492
266,7-25,32.36063766479492
267,7-26,32.36063766479492
268,7-28,32.36063766479492
269,7-30,32.36063766479492
270,7-31,32.36063766479492
271,7-33,32.36063766479492
272,7-35,32.36063766479492
273,7-36,32.36063766479492
274,7-38,32.36063766479492
275,7-40,32.36063766479492
276,7-41,32.36063766479492
277,7-43,32.36063766479492
278,7-45,32.36063766479492
279,7-46,32.36063766479492
280,7-48,32.36063766479492
281,7-50,32.36063766479492
282,7-51,32.36063766479492
283,7-53,32.36063766479492
284,7-55,32.36063766479492
285,7-56,32.36063766479492
286,7-58,32.36063766479492
287,8-0,32.36063766479492
288,8-1,32.36063766479492
289,8-3,32.36063766479492
290,8-5,32.36063766479492
291,8-6,32.36063766479492
292,8-8,32.36063766479492
293,8-10,32.36063766479492
294,8-12,32.36063766479492
295,8-13,32.36063766479492
296,8-15,32.36063766479492
297,8-17,32.36063766479492
298,8-18,32.36063766479492
299,8-20,32.36063766479492
300,8-22,32.36063766479492
301,8-23,32.36063766479492
302,8-25,32.36063766479492
303,8-27,32.36063766479492
304,8-28,32.36063766479492
305,8-30,32.36063766479492
306,8-32,32.36063766479492
307,8-33,32.36063766479492
308,8-35,32.36063766479492
309,8-37,32.36063766479492
310,8-38,32.36063766479492
311,8-40,32.36063766479492
312,8-42,32.36063766479492
313,8-43,32.36063766479492
314,8-45,32.36063766479492
315,8-47,32.36063766479492
316,8-48,32.36063766479492
317,8-50,32.36063766479492
318,8-51,32.36063766479492
319,8-53,32.36063766479492
320,8-55,32.36063766479492
321,8-56,32.36063766479492
322,8-58,32.36063766479492
323,9-0,32.36063766479492
324,9-1,32.36063766479492
325,9-3,32.36063766479492
326,9-5,32.36063766479492
327,9-6,32.36063766479492
328,9-8,32.36063766479492
329,9-10,32.36063766479492
330,9-11,32.36063766479492
331,9-13,32.36063766479492
332,9-15,32.36063766479492
333,9-16,32.36063766479492
334,9-18,32.36063766479492
335,9-20,32.36063766479492
336,9-21,32.36063766479492
337,9-23,32.36063766479492
338,9-25,32.36063766479492
339,9-26,32.36063766479492
340,9-28,32.36063766479492
341,9-30,32.36063766479492
342,9-31,32.36063766479492
343,9-33,32.36063766479492
344,9-35,32.36063766479492
345,9-36,32.36063766479492
346,9-38,32.36063766479492
347,9-40,32.36063766479492
348,9-41,32.36063766479492
349,9-43,32.36063766479492
350,9-45,32.36063766479492
351,9-46,32.36063766479492
352,9-48,32.36063766479492
353,9-50,32.36063766479492
354,9-51,32.36063766479492
355,9-53,32.36063766479492
356,9-55,32.36063766479492
357,9-56,32.36063766479492
358,9-58,32.36063766479492
359,10-0,32.36063766479492
360,10-1,32.36063766479492
361,10-3,32.36063766479492
362,10-5,32.36063766479492
363,10-6,32.36063766479492
364,10-8,32.36063766479492
365,10-10,32.36063766479492
366,10-11,32.36063766479492
367,10-13,32.36063766479492
368,10-14,32.36063766479492
369,10-16,32.36063766479492
370,10-18,32.36063766479492
371,10-19,32.36063766479492
372,10-21,32.36063766479492
373,10-23,32.36063766479492
374,10-24,32.36063766479492
375,10-26,32.36063766479492
376,10-28,32.36063766479492
377,10-29,32.36063766479492
378,10-31,32.36063766479492
379,10-33,32.36063766479492
380,10-34,32.36063766479492
381,10-36,32.36063766479492
382,10-38,32.36063766479492
383,10-39,32.36063766479492
384,10-41,32.36063766479492
385,10-43,32.36063766479492
386,10-44,32.36063766479492
387,10-46,32.36063766479492
388,10-48,32.36063766479492
389,10-49,32.36063766479492
390,10-51,32.36063766479492
391,10-53,32.36063766479492
392,10-54,32.36063766479492
393,10-56,32.36063766479492
394,10-58,32.36063766479492
395,10-59,32.36063766479492
396,11-1,32.36063766479492
397,11-3,32.36063766479492
398,11-4,32.36063766479492
399,11-6,32.36063766479492
400,11-8,32.36063766479492
401,11-9,32.36063766479492
402,11-11,32.36063766479492
403,11-13,32.36063766479492
404,11-14,32.36063766479492
405,11-16,32.36063766479492
406,11-18,32.36063766479492
407,11-19,32.36063766479492
408,11-21,32.36063766479492
409,11-23,32.36063766479492
410,11-24,32.36063766479492
411,11-26,32.36063766479492
412,11-28,32.36063766479492
413,11-29,32.36063766479492
414,11-31,32.36063766479492
415,11-33,32.36063766479492
416,11-34,32.36063766479492
417,11-36,32.36063766479492
418,11-38,32.36063766479492
419,11-39,32.36063766479492
420,11-41,32.36063766479492
421,11-43,32.36063766479492
422,11-44,32.36063766479492
423,11-46,32.36063766479492
424,11-48,32.36063766479492
425,11-49,32.36063766479492
426,11-51,32.36063766479492
427,11-53,32.36063766479492
428,11-54,32.36063766479492
429,11-56,32.36063766479492
430,11-58,32.36063766479492
431,11-59,32.36063766479492
432,12-1,32.36063766479492
433,12-3,32.36063766479492
434,12-5,32.36063766479492
435,12-6,32.36063766479492
436,12-8,32.36063766479492
437,12-10,32.36063766479492
438,12-11,32.36063766479492
439,12-13,32.36063766479492
440,12-15,32.36063766479492
441,12-16,32.36063766479492
442,12-18,32.36063766479492
443,12-20,32.36063766479492
444,12-21,32.36063766479492
445,12-23,32.36063766479492
446,12-25,32.36063766479492
447,12-26,32.36063766479492
448,12-28,32.36063766479492
449,12-30,32.36063766479492
450,12-31,32.36063766479492
451,12-33,32.36063766479492
452,12-35,32.36063766479492
453,12-36,32.36063766479492
454,12-38,32.36063766479492
455,12-40,32.36063766479492
456,12-41,32.36063766479492
457,12-43,32.36063766479492
458,12-45,32.36063766479492
459,12-46,32.36063766479492
460,12-48,32.36063766479492
461,12-50,32.36063766479492
462,12-51,32.36063766479492
463,12-53,32.36063766479492
464,12-55,32.36063766479492
465,12-56,32.36063766479492
466,12-58,32.36063766479492
467,13-0,32.36063766479492
468,13-1,32.36063766479492
469,13-3,32.36063766479492
470,13-5,32.36063766479492
471,13-6,32.36063766479492
472,13-8,32.36063766479492
473,13-10,32.36063766479492
474,13-11,32.36063766479492
475,13-13,32.36063766479492
476,13-15,32.36063766479492
477,13-16,32.36063766479492
478,13-18,32.36063766479492
479,13-20,32.36063766479492
480,13-21,32.36063766479492
481,13-23,32.36063766479492
482,13-24,32.36063766479492
483,13-26,32.36063766479492
484,13-28,32.36063766479492
485,13-29,32.36063766479492
486,13-31,32.36063766479492
487,13-33,32.36063766479492
488,13-34,32.36063766479492
489,13-36,32.36063766479492
490,13-38,32.36063766479492
491,13-39,32.36063766479492
492,13-41,32.36063766479492
493,13-43,32.36063766479492
494,13-44,32.36063766479492
495,13-46,32.36063766479492
496,13-48,32.36063766479492
497,13-49,32.36063766479492
498,13-51,32.36063766479492
499,13-53,32.36063766479492
500,13-54,32.36063766479492
501,13-56,32.36063766479492
502,13-58,32.36063766479492
503,13-59,32.36063766479492
504,14-1,32.36063766479492
505,14-3,32.36063766479492
506,14-4,32.36063766479492
507,14-6,32.36063766479492
508,14-8,32.36063766479492
509,14-9,32.36063766479492
510,14-11,32.36063766479492
511,14-13,32.36063766479492
512,14-14,32.36063766479492
513,14-16,32.36063766479492
514,14-18,32.36063766479492
515,14-19,32.36063766479492
516,14-21,32.36063766479492
517,14-23,32.36063766479492
518,14-24,32.36063766479492
519,14-26,32.36063766479492
520,14-28,32.36063766479492
521,14-29,32.36063766479492
522,14-31,32.36063766479492
523,14-33,32.36063766479492
524,14-35,32.36063766479492
525,14-36,32.36063766479492
526,14-38,32.36063766479492
527,14-40,32.36063766479492
528,14-41,32.36063766479492
529,14-43,32.36063766479492
530,14-45,32.36063766479492
531,14-46,32.36063766479492
532,14-48,32.36063766479492
533,14-50,32.36063766479492
534,14-51,32.36063766479492
535,14-53,32.36063766479492
536,14-55,32.36063766479492
537,14-56,32.36063766479492
538,14-58,32.36063766479492
539,15-0,32.36063766479492
540,15-1,32.36063766479492
541,15-3,32.36063766479492
542,15-5,32.36063766479492
543,15-6,32.36063766479492
544,15-8,32.36063766479492
545,15-10,32.36063766479492
546,15-11,32.36063766479492
547,15-13,32.36063766479492
548,15-15,32.36063766479492
549,15-16,32.36063766479492
550,15-18,32.36063766479492
551,15-20,32.36063766479492
552,15-21,32.36063766479492
553,15-23,32.36063766479492
554,15-25,32.36063766479492
555,15-26,32.36063766479492
556,15-28,32.36063766479492
557,15-30,32.36063766479492
558,15-31,32.36063766479492
559,15-33,32.36063766479492
560,15-35,32.36063766479492
561,15-36,32.36063766479492
562,15-38,32.36063766479492
563,15-40,32.36063766479492
564,15-41,32.36063766479492
565,15-43,32.36063766479492
566,15-45,32.36063766479492
567,15-46,32.36063766479492
568,15-48,32.36063766479492
569,15-50,32.36063766479492
570,15-52,32.36063766479492
571,15-53,32.36063766479492
572,15-55,32.36063766479492
573,15-57,32.36063766479492
574,15-58,32.36063766479492
575,16-0,32.36063766479492
576,16-2,32.36063766479492
577,16-3,32.36063766479492
578,16-5,32.36063766479492
579,16-7,32.36063766479492
580,16-8,32.36063766479492
581,16-10,32.36063766479492
582,16-12,32.36063766479492
583,16-13,32.36063766479492
584,16-15,32.36063766479492
585,16-17,32.36063766479492
586,16-18,32.36063766479492
587,16-20,32.36063766479492
588,16-22,32.36063766479492
589,16-23,32.36063766479492
590,16-25,32.36063766479492
591,16-27,32.36063766479492
592,16-28,32.36063766479492
593,16-30,32.36063766479492
594,16-32,32.36063766479492
595,16-33,32.36063766479492
596,16-35,32.36063766479492
597,16-37,32.36063766479492
598,16-38,32.36063766479492
599,16-40,32.36063766479492
600,16-42,32.36063766479492
601,16-43,32.36063766479492
602,16-45,32.36063766479492
603,16-47,32.36063766479492
604,16-48,32.36063766479492
605,16-50,32.36063766479492
606,16-52,32.36063766479492
607,16-53,32.36063766479492
608,16-55,32.36063766479492
609,16-57,32.36063766479492
610,16-58,32.36063766479492
611,17-0,32.36063766479492
612,17-2,32.36063766479492
613,17-3,32.36063766479492
614,17-5,32.36063766479492
615,17-7,32.36063766479492
616,17-9,32.36063766479492
617,17-10,32.36063766479492
618,17-12,32.36063766479492
619,17-14,32.36063766479492
620,17-15,32.36063766479492
621,17-17,32.36063766479492
622,17-19,32.36063766479492
623,17-20,32.36063766479492
624,17-22,32.36063766479492
625,17-24,32.36063766479492
626,17-25,32.36063766479492
627,17-27,32.36063766479492
628,17-29,32.36063766479492
629,17-30,32.36063766479492
630,17-32,32.36063766479492
631,17-34,32.36063766479492
632,17-35,32.36063766479492
633,17-37,32.36063766479492
634,17-39,32.36063766479492
635,17-40,32.36063766479492
636,17-42,32.36063766479492
637,17-44,32.36063766479492
638,17-45,32.36063766479492
639,17-47,32.36063766479492
640,17-49,32.36063766479492
641,17-50,32.36063766479492
642,17-52,32.36063766479492
643,17-54,32.36063766479492
644,17-55,32.36063766479492
645,17-57,32.36063766479492
646,17-59,32.36063766479492
647,18-0,32.36063766479492
648,18-2,32.36063766479492
649,18-4,32.36063766479492
650,18-5,32.36063766479492
651,18-7,32.36063766479492
652,18-9,32.36063766479492
653,18-10,32.36063766479492
654,18-12,32.36063766479492
655,18-14,32.36063766479492
656,18-16,32.36063766479492
657,18-17,32.36063766479492
658,18-19,32.36063766479492
659,18-21,32.36063766479492
660,18-22,32.36063766479492
661,18-24,32.36063766479492
662,18-26,32.36063766479492
663,18-27,32.36063766479492
664,18-29,32.36063766479492
665,18-31,32.36063766479492
666,18-32,32.36063766479492
667,18-34,32.36063766479492
668,18-36,32.36063766479492
669,18-37,32.36063766479492
670,18-39,32.36063766479492
671,18-41,32.36063766479492
672,18-42,32.36063766479492
673,18-44,32.36063766479492
674,18-46,32.36063766479492
675,18-47,32.36063766479492
676,18-49,32.36063766479492
677,18-51,32.36063766479492
678,18-52,32.36063766479492
679,18-54,32.36063766479492
680,18-56,32.36063766479492
681,18-57,32.36063766479492
682,18-59,32.36063766479492
683,19-1,32.36063766479492
684,19-2,32.36063766479492
685,19-4,32.36063766479492
686,19-6,32.36063766479492
687,19-7,32.36063766479492
688,19-9,32.36063766479492
689,19-11,32.36063766479492
690,19-12,32.36063766479492
691,19-14,32.36063766479492
692,19-16,32.36063766479492
693,19-17,32.36063766479492
694,19-19,32.36063766479492
695,19-21,32.36063766479492
696,19-22,32.36063766479492
697,19-24,32.36063766479492
698,19-26,32.36063766479492
699,19-27,32.36063766479492
700,19-29,32.36063766479492
701,19-31,32.36063766479492
702,19-33,32.36063766479492
703,19-34,32.36063766479492
704,19-36,32.36063766479492
705,19-38,32.36063766479492
706,19-39,32.36063766479492
707,19-41,32.36063766479492
708,19-43,32.36063766479492
709,19-44,32.36063766479492
710,19-46,32.36063766479492
711,19-48,32.36063766479492
712,19-49,32.36063766479492
713,19-51,32.36063766479492
714,19-53,32.36063766479492
715,19-54,32.36063766479492
716,19-56,32.36063766479492
717,19-58,32.36063766479492
718,19-59,32.36063766479492
719,20-1,32.36063766479492
720,20-3,32.36063766479492
721,20-4,32.36063766479492
722,20-6,32.36063766479492
723,20-8,32.36063766479492
724,20-9,32.36063766479492
725,20-11,32.36063766479492
726,20-13,32.36063766479492
727,20-14,32.36063766479492
728,20-16,32.36063766479492
729,20-18,32.36063766479492
730,20-19,32.36063766479492
731,20-21,32.36063766479492
732,20-23,32.36063766479492
733,20-24,32.36063766479492
734,20-26,32.36063766479492
735,20-28,32.36063766479492
736,20-29,32.36063766479492
737,20-31,32.36063766479492
738,20-33,32.36063766479492
739,20-34,32.36063766479492
740,20-36,32.36063766479492
741,20-38,32.36063766479492
742,20-40,32.36063766479492
743,20-41,32.36063766479492
